p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
MIR124-2HG	0	0.401014834411113	0.375	0	0	Cancer stem cells	MIR124-2HG
MLLT11	0	0.390768710230416	0.369	0.006	0	Cancer stem cells	MLLT11
PKIB	0	0.389702471804366	0.393	0.006	0	Cancer stem cells	PKIB
RASSF2	0	0.381281862653017	0.387	0.015	0	Cancer stem cells	RASSF2
PCDH15	0	0.380698268459278	0.375	0	0	Cancer stem cells	PCDH15
MAB21L1	0	0.380558889809074	0.363	0.001	0	Cancer stem cells	MAB21L1
SLC1A7	0	0.380544953012446	0.387	0.001	0	Cancer stem cells	SLC1A7
ANKRD33B	0	0.379458480875262	0.357	0.002	0	Cancer stem cells	ANKRD33B
SAMD7	0	0.372883489459862	0.369	0	0	Cancer stem cells	SAMD7
EYS	0	0.372702237847272	0.369	0	0	Cancer stem cells	EYS
OTX2-AS1	0	0.372702237847272	0.333	0	0	Cancer stem cells	OTX2-AS1
ANO2	0	0.372493142185245	0.387	0.001	0	Cancer stem cells	ANO2
INA	0	0.368511812383215	0.345	0	0	Cancer stem cells	INA
DLG4	0	0.365269055288119	0.387	0.003	0	Cancer stem cells	DLG4
BCAT1	0	0.3637038467922	0.357	0.011	0	Cancer stem cells	BCAT1
SAMD11	0	0.363008986386417	0.345	0.002	0	Cancer stem cells	SAMD11
NEURL1	0	0.362201906302532	0.375	0.002	0	Cancer stem cells	NEURL1
RIC3	0	0.356851941282176	0.399	0.015	0	Cancer stem cells	RIC3
YPEL2	0	0.35381604373517	0.375	0.014	0	Cancer stem cells	YPEL2
FAM107A	0	0.353346875809513	0.363	0.002	0	Cancer stem cells	FAM107A
ARHGAP10	0	0.352361018839136	0.393	0.015	0	Cancer stem cells	ARHGAP10
CAMK1D	0	0.347917031742622	0.387	0.012	0	Cancer stem cells	CAMK1D
EGFLAM	0	0.34769316309832	0.339	0	0	Cancer stem cells	EGFLAM
SPINK4	0	0.344012476221969	0.315	0	0	Cancer stem cells	SPINK4
LBHD1	0	0.327764968021763	0.333	0.003	0	Cancer stem cells	LBHD1
SGIP1	0	0.324733923064689	0.304	0.002	0	Cancer stem cells	SGIP1
SCG3	0	0.323718602769117	0.315	0.003	0	Cancer stem cells	SCG3
FZD3	0	0.317261424807134	0.351	0.008	0	Cancer stem cells	FZD3
C20orf141	0	0.313906128874835	0.292	0	0	Cancer stem cells	C20orf141
ABCA7	0	0.313139675349639	0.321	0.005	0	Cancer stem cells	ABCA7
SSX2IP	0	0.312640327265914	0.315	0.005	0	Cancer stem cells	SSX2IP
REEP2	0	0.312011370934438	0.31	0.002	0	Cancer stem cells	REEP2
MAP7	0	0.310022953156652	0.31	0.003	0	Cancer stem cells	MAP7
LGALSL	0	0.308343528485219	0.304	0.005	0	Cancer stem cells	LGALSL
FAM124A	0	0.307876792016561	0.31	0.002	0	Cancer stem cells	FAM124A
LIMCH1	0	0.30701309603708	0.292	0.006	0	Cancer stem cells	LIMCH1
SLC24A1	0	0.305860143558026	0.315	0.003	0	Cancer stem cells	SLC24A1
RDH8	0	0.305200339796918	0.333	0	0	Cancer stem cells	RDH8
GLB1L2	0	0.302011876815682	0.31	0.003	0	Cancer stem cells	GLB1L2
APLP1	0	0.299870806691471	0.286	0.001	0	Cancer stem cells	APLP1
TMEM108	0	0.299829009699455	0.321	0.001	0	Cancer stem cells	TMEM108
SLC38A3	0	0.299313657054527	0.321	0.001	0	Cancer stem cells	SLC38A3
ROGDI	0	0.292534575444265	0.333	0.011	0	Cancer stem cells	ROGDI
FRMPD1	0	0.29192722215606	0.304	0	0	Cancer stem cells	FRMPD1
PODXL	0	0.291354088523531	0.304	0.003	0	Cancer stem cells	PODXL
GADD45G	0	0.288873437016201	0.262	0.007	0	Cancer stem cells	GADD45G
ADCY1	0	0.28778014838433	0.274	0.004	0	Cancer stem cells	ADCY1
MIAT	0	0.287460785995562	0.262	0.004	0	Cancer stem cells	MIAT
ELSPBP1	0	0.283054373971356	0.298	0	0	Cancer stem cells	ELSPBP1
PLCD4	0	0.277277772113242	0.292	0.001	0	Cancer stem cells	PLCD4
FHOD3	0	0.276804326815179	0.286	0.002	0	Cancer stem cells	FHOD3
CASZ1	0	0.276036313689441	0.286	0.007	0	Cancer stem cells	CASZ1
PAQR4	0	0.273413221040226	0.292	0.005	0	Cancer stem cells	PAQR4
TRAK1	0	0.272359381578671	0.315	0.009	0	Cancer stem cells	TRAK1
C1QTNF4	0	0.272261803716469	0.262	0.002	0	Cancer stem cells	C1QTNF4
MATN2	0	0.27174967314151	0.274	0.005	0	Cancer stem cells	MATN2
TTLL7	0	0.268186152990596	0.28	0.001	0	Cancer stem cells	TTLL7
PCBP3	0	0.266210390218504	0.274	0.003	0	Cancer stem cells	PCBP3
SV2B	0	0.263894995429264	0.28	0.001	0	Cancer stem cells	SV2B
USP2	0	0.261849193826442	0.256	0.003	0	Cancer stem cells	USP2
AMER2	0	0.260665755681546	0.274	0.008	0	Cancer stem cells	AMER2
USH2A	0	0.260363719368703	0.28	0	0	Cancer stem cells	USH2A
TRIM36	0	0.254247068349087	0.274	0.001	0	Cancer stem cells	TRIM36
ABLIM1	1.68186998499728e-302	0.531640204397723	0.464	0.023	3.87889674639922e-298	Cancer stem cells	ABLIM1
RP11-395G23.3	6.34544857547123e-299	0.379513054902716	0.381	0.016	1.46345080496093e-294	Cancer stem cells	RP11-395G23.3
DAXX	2.87191525883226e-298	0.661347787302175	0.548	0.033	6.62349816144483e-294	Cancer stem cells	DAXX
TMEM237	6.53797183270457e-296	0.361508591158517	0.393	0.017	1.50785244377665e-291	Cancer stem cells	TMEM237
LENG8	2.22897719978135e-289	0.616349283163859	0.554	0.035	5.14069011585572e-285	Cancer stem cells	LENG8
GNB5	3.12729095799894e-289	0.41232317358865	0.47	0.025	7.21247113643297e-285	Cancer stem cells	GNB5
ST5	2.99344497721028e-285	0.529337086042623	0.482	0.027	6.90378215094007e-281	Cancer stem cells	ST5
WRB	8.07526574840783e-285	0.787911823112366	0.726	0.062	1.8623985395553e-280	Cancer stem cells	WRB
RALGPS2	1.81582691640271e-283	0.357708781267239	0.375	0.016	4.18784161729957e-279	Cancer stem cells	RALGPS2
GSKIP	2.90446501493113e-283	0.360879789278732	0.393	0.018	6.69856766393566e-279	Cancer stem cells	GSKIP
ATP6V0E2	5.815183779291e-283	0.451577757306433	0.53	0.032	1.34115583501788e-278	Cancer stem cells	ATP6V0E2
DGKE	1.78467195112768e-282	0.254714766767564	0.274	0.009	4.11598892088578e-278	Cancer stem cells	DGKE
ARL3	5.56773996774016e-276	0.5995960161608	0.565	0.038	1.28408786875991e-271	Cancer stem cells	ARL3
TMEM176A	9.31583317857982e-275	0.681921095375087	0.494	0.029	2.14851060597586e-270	Cancer stem cells	TMEM176A
RAB3IP	1.67391208738042e-273	0.254383526684486	0.28	0.009	3.86054344712547e-269	Cancer stem cells	RAB3IP
C16orf74	1.39529925937826e-255	0.336282838428521	0.363	0.017	3.21797868190408e-251	Cancer stem cells	C16orf74
RAB28	9.47489114793726e-255	0.504308581615595	0.536	0.037	2.18519414544877e-250	Cancer stem cells	RAB28
R3HCC1	2.6921623984877e-241	0.38788729772915	0.435	0.025	6.20893413963217e-237	Cancer stem cells	R3HCC1
P4HTM	4.92837247857407e-239	0.261186420199361	0.298	0.012	1.13663054473354e-234	Cancer stem cells	P4HTM
RAB3A	1.1980453040137e-238	0.348514044097051	0.357	0.017	2.7630518846468e-234	Cancer stem cells	RAB3A
TPD52	3.75766908288718e-235	0.350846081556572	0.369	0.019	8.66631220586269e-231	Cancer stem cells	TPD52
IMPDH1	3.12778414254071e-230	0.356323647330518	0.423	0.025	7.21360856794163e-226	Cancer stem cells	IMPDH1
IDH1	1.01310589113896e-219	0.424879192978442	0.458	0.031	2.33652611673377e-215	Cancer stem cells	IDH1
TMEM176B1	3.90316809648544e-219	0.618736608433113	0.488	0.035	9.00187658092436e-215	Cancer stem cells	TMEM176B
NT5E	9.59753711295908e-219	0.510594387011511	0.5	0.037	2.21347998436175e-214	Cancer stem cells	NT5E
CNRIP1	2.58332977281624e-216	0.30372110174164	0.357	0.019	5.9579334550461e-212	Cancer stem cells	CNRIP1
BBS7	2.09680244083227e-214	0.325116849688394	0.363	0.02	4.83585546929147e-210	Cancer stem cells	BBS7
ZC3H14	1.10864044115572e-213	0.407413740622793	0.405	0.025	2.55685744943743e-209	Cancer stem cells	ZC3H14
FAM127C	1.38771578987222e-211	0.274481382951181	0.31	0.015	3.20048892618229e-207	Cancer stem cells	FAM127C
TPM11	2.0764116524872e-209	0.391809948528922	0.458	0.032	4.78882819413123e-205	Cancer stem cells	TPM1
HPRT1	1.51526351734003e-202	0.535262171621798	0.571	0.052	3.49465225004131e-198	Cancer stem cells	HPRT1
VOPP1	2.02114287071348e-200	0.5504459392438	0.565	0.051	4.66136180272651e-196	Cancer stem cells	VOPP1
TUBA1A1	6.31018843913536e-200	1.29524617412712	0.798	0.112	1.45531875971779e-195	Cancer stem cells	TUBA1A
SLC6A6	4.45697752615647e-191	0.308255265910728	0.321	0.017	1.02791272685747e-186	Cancer stem cells	SLC6A6
PHYHD1	2.67414720234884e-188	0.267940108590206	0.274	0.013	6.16738569277714e-184	Cancer stem cells	PHYHD1
NSF	3.604293668861e-186	0.305255051111607	0.357	0.022	8.31258248849412e-182	Cancer stem cells	NSF
TTC39C	2.45867705433073e-178	0.324849562817293	0.369	0.024	5.67044689040297e-174	Cancer stem cells	TTC39C
EPB41	6.16514882787379e-178	0.335967878169463	0.381	0.026	1.42186827417253e-173	Cancer stem cells	EPB41
IGSF11	1.23130059893982e-177	0.352552508372479	0.315	0.018	2.83974857133491e-173	Cancer stem cells	IGSF11
ZNF326	9.41566840136411e-174	0.382190728219629	0.429	0.034	2.1715356034066e-169	Cancer stem cells	ZNF326
PDE4DIP	9.79689999255906e-171	0.734433305936932	0.726	0.101	2.2594590452839e-166	Cancer stem cells	PDE4DIP
NRIP1	1.27298574307631e-159	0.295509228451157	0.315	0.02	2.9358870192569e-155	Cancer stem cells	NRIP1
PFKP	7.38828916860557e-159	0.426018735562126	0.476	0.045	1.7039611309555e-154	Cancer stem cells	PFKP
FAIM	1.80043597139297e-157	0.264881477925041	0.28	0.016	4.1523454808236e-153	Cancer stem cells	FAIM
DDAH2	1.02261765744335e-151	0.466017031501333	0.393	0.032	2.3584631033616e-147	Cancer stem cells	DDAH2
HKR1	6.17779466798372e-150	0.261763910382376	0.292	0.018	1.42478478427708e-145	Cancer stem cells	HKR1
SORBS2	1.1607926876554e-148	0.552088382469051	0.506	0.054	2.67713617553964e-144	Cancer stem cells	SORBS2
PCMTD2	1.65632429357027e-146	0.316177715514412	0.393	0.033	3.81998071826112e-142	Cancer stem cells	PCMTD2
PEA151	2.19208668706869e-146	0.584760800483572	0.631	0.084	5.05560952638651e-142	Cancer stem cells	PEA15
CHD9	8.21148379355461e-145	0.545030744865432	0.589	0.075	1.8938145073075e-140	Cancer stem cells	CHD9
DPH1	1.0559841441302e-143	0.281878400097393	0.304	0.02	2.43541623160749e-139	Cancer stem cells	DPH1
SEZ6L2	4.51424962796336e-142	0.305153400468128	0.351	0.027	1.04112139169719e-137	Cancer stem cells	SEZ6L2
WLS	2.44431048233928e-140	0.336582712218772	0.399	0.035	5.63731326541908e-136	Cancer stem cells	WLS
OCIAD2	2.58707945618178e-137	0.493942753419069	0.488	0.054	5.96658134979203e-133	Cancer stem cells	OCIAD2
C18orf32	3.59763032887236e-137	0.437792237755824	0.536	0.064	8.29721482747833e-133	Cancer stem cells	C18orf32
KIF9	1.13943180389665e-136	0.264764833712864	0.292	0.02	2.62787156932685e-132	Cancer stem cells	KIF9
TMEM107	1.62430894141978e-136	0.301830644658924	0.345	0.027	3.74614371159644e-132	Cancer stem cells	TMEM107
CLSTN1	3.74265965856133e-135	0.372778671173092	0.417	0.04	8.63169597054e-131	Cancer stem cells	CLSTN1
HMGN11	7.25268173027885e-135	1.4665233304713	0.94	0.293	1.67268598745421e-130	Cancer stem cells	HMGN1
MOAP1	1.77200284019398e-133	0.284120843497769	0.333	0.026	4.08677015033937e-129	Cancer stem cells	MOAP1
DST	3.16069794807857e-132	0.286690843003299	0.28	0.019	7.2895176776536e-128	Cancer stem cells	DST
NDRG3	6.34133608528681e-132	0.290601979443984	0.339	0.027	1.4625023413497e-127	Cancer stem cells	NDRG3
ARHGEF9	3.3569910218484e-129	0.264805730999335	0.286	0.02	7.74222839368896e-125	Cancer stem cells	ARHGEF9
IFT57	6.51074053757999e-129	0.262259658674327	0.304	0.023	1.50157209018207e-124	Cancer stem cells	IFT57
CTBP2	9.68761277256477e-127	0.250615756068795	0.315	0.025	2.23425413373661e-122	Cancer stem cells	CTBP2
IFT22	1.21115334865267e-126	0.320879849055425	0.387	0.036	2.79328296799766e-122	Cancer stem cells	IFT22
ABCC5	3.16385104733616e-126	0.383909241591831	0.357	0.032	7.29678967047139e-122	Cancer stem cells	ABCC5
WDR54	5.63124050064633e-126	0.253019064828572	0.304	0.023	1.29873299666406e-121	Cancer stem cells	WDR54
PRELID2	6.77448425826194e-124	0.267782086208401	0.256	0.017	1.56239930448295e-119	Cancer stem cells	PRELID2
CLASP2	8.21504291698794e-124	0.317280322526292	0.351	0.031	1.89463534794493e-119	Cancer stem cells	CLASP2
UBXN4	2.79599302033699e-122	0.67389747859734	0.714	0.131	6.44839870280319e-118	Cancer stem cells	UBXN4
AKAP9	6.04794887977632e-120	0.697262581617415	0.619	0.1	1.39483845014281e-115	Cancer stem cells	AKAP9
ERN1	9.84443696871702e-120	0.289279210074333	0.339	0.03	2.27042249809521e-115	Cancer stem cells	ERN1
MBTPS1	4.67392630796156e-119	0.310736875875527	0.333	0.029	1.07794762440517e-114	Cancer stem cells	MBTPS1
WBP2	2.9943672023593e-117	0.64989723853962	0.679	0.121	6.90590907880126e-113	Cancer stem cells	WBP2
ARL6IP51	3.2031102688557e-117	0.648501223759253	0.744	0.144	7.3873332130619e-113	Cancer stem cells	ARL6IP5
HTRA1	1.54941922399719e-116	0.297552761241574	0.315	0.027	3.57342555630472e-112	Cancer stem cells	HTRA1
GABARAPL1	1.24018234596405e-115	0.527484070476621	0.536	0.075	2.86023254449689e-111	Cancer stem cells	GABARAPL1
SEC62	4.10442532185122e-114	0.624824922060006	0.69	0.126	9.46603611978547e-110	Cancer stem cells	SEC62
TMEM138	2.26559030905843e-111	0.286214787691194	0.321	0.029	5.22513092978145e-107	Cancer stem cells	TMEM138
MAP2	4.84602097869746e-111	0.392360530051469	0.452	0.054	1.11763781831699e-106	Cancer stem cells	MAP2
KIF2A	7.75018602220437e-109	0.369961918374539	0.411	0.047	1.78742540230099e-104	Cancer stem cells	KIF2A
PTMS1	6.28742302976612e-108	0.858744719965149	0.78	0.181	1.45006837335496e-103	Cancer stem cells	PTMS
ATP2B1	2.86179512945139e-105	0.39228543217148	0.446	0.057	6.60015810705374e-101	Cancer stem cells	ATP2B1
TUBB4B1	3.83813675399059e-104	0.968989924042065	0.78	0.191	8.85189479572849e-100	Cancer stem cells	TUBB4B
CC2D2A	9.15472505797538e-104	0.252382032866248	0.315	0.029	2.11135424012086e-99	Cancer stem cells	CC2D2A
BAZ2B	2.26526887851496e-103	0.340458097318612	0.381	0.043	5.22438961451906e-99	Cancer stem cells	BAZ2B
FOXO3	3.09141501658764e-103	0.272521638407499	0.31	0.029	7.12973045275608e-99	Cancer stem cells	FOXO3
LPCAT1	2.55507968083731e-102	0.267217263184475	0.268	0.022	5.89278026791509e-98	Cancer stem cells	LPCAT1
MAP1LC3A	3.03335281567776e-102	0.507802497499384	0.548	0.087	6.99582159879761e-98	Cancer stem cells	MAP1LC3A
MSI2	3.80373613938893e-100	0.368830437938953	0.429	0.054	8.77255665827268e-96	Cancer stem cells	MSI2
HK1	8.73507055708284e-100	0.352793562495421	0.44	0.057	2.01456932258002e-95	Cancer stem cells	HK1
RSBN1L	3.56181613346869e-98	0.309942145350597	0.387	0.046	8.21461654861884e-94	Cancer stem cells	RSBN1L
ATP6V0A1	4.89669403965073e-98	0.274067593563714	0.31	0.03	1.12932454636465e-93	Cancer stem cells	ATP6V0A1
BEX2	1.44592808680584e-97	0.340810134946049	0.387	0.046	3.33474394660031e-93	Cancer stem cells	BEX2
HIST1H4C1	7.69434656183644e-97	0.634619991270643	0.601	0.11	1.77454714755634e-92	Cancer stem cells	HIST1H4C
ILF3-AS1	2.81349648132814e-96	0.2654840530845	0.315	0.031	6.48876693488709e-92	Cancer stem cells	ILF3-AS1
BZW2	7.2694023139624e-95	0.328353969375109	0.363	0.042	1.67654225566915e-90	Cancer stem cells	BZW2
COX17	1.87937273142904e-92	0.556402395875227	0.607	0.116	4.33439733049479e-88	Cancer stem cells	COX17
MBNL2	9.35137082254951e-92	0.337435324729122	0.393	0.05	2.15670665280459e-87	Cancer stem cells	MBNL2
IFT43	2.06111718166803e-91	0.264259791020259	0.31	0.032	4.75355455608099e-87	Cancer stem cells	IFT43
CLCN3	1.33952301799666e-87	0.386074811680792	0.47	0.072	3.0893419364057e-83	Cancer stem cells	CLCN3
KIF1A	5.4379815595302e-87	0.25641601004487	0.28	0.028	1.25416168707445e-82	Cancer stem cells	KIF1A
RTN3	2.36426586403753e-86	0.357044905020363	0.476	0.074	5.45270636222976e-82	Cancer stem cells	RTN3
PRMT1	7.15372888686712e-85	0.479469705061505	0.554	0.104	1.64986449317816e-80	Cancer stem cells	PRMT1
HMGN21	4.83673529154856e-84	0.948219262625043	0.833	0.285	1.11549626028984e-79	Cancer stem cells	HMGN2
ECHDC2	1.03959301823121e-83	0.292649372110576	0.327	0.038	2.39761337794664e-79	Cancer stem cells	ECHDC2
TNRC6B	6.01007306191393e-83	0.333703178086195	0.429	0.063	1.38610315026921e-78	Cancer stem cells	TNRC6B
STXBP1	9.39284711316604e-83	0.331632057412503	0.411	0.058	2.16627232970948e-78	Cancer stem cells	STXBP1
RAB11B	1.00129828859739e-81	0.432638405377406	0.554	0.104	2.30929424299215e-77	Cancer stem cells	RAB11B
PKM2	1.41268613150516e-81	1.00797312923873	0.857	0.309	3.25807802509035e-77	Cancer stem cells	PKM
PTP4A32	4.7783371376116e-81	0.597309805071001	0.726	0.173	1.10202789404736e-76	Cancer stem cells	PTP4A3
TIMM17B	4.83290061035919e-79	0.297653025797334	0.363	0.049	1.11461186776714e-74	Cancer stem cells	TIMM17B
DDB1	6.19467028819573e-79	0.389123095007332	0.47	0.079	1.42867680856658e-74	Cancer stem cells	DDB1
VPS36	1.32287281174205e-78	0.293568214277565	0.375	0.052	3.0509415657207e-74	Cancer stem cells	VPS36
TMEM50B	1.960179502836e-78	0.379558721173616	0.482	0.083	4.52076198739066e-74	Cancer stem cells	TMEM50B
FRMD4B	1.92552949925708e-77	0.265530670339823	0.31	0.037	4.44084868413661e-73	Cancer stem cells	FRMD4B
RTN41	2.28070754667654e-77	0.799937854858054	0.762	0.234	5.25999581490009e-73	Cancer stem cells	RTN4
PRNP	2.01111854750853e-76	0.438927084054766	0.565	0.114	4.63824270611893e-72	Cancer stem cells	PRNP
C15orf61	7.9914832447844e-76	0.329495102827334	0.369	0.052	1.84307578074463e-71	Cancer stem cells	C15orf61
SLC20A1	1.29626888519981e-74	0.280629984809755	0.304	0.037	2.98958492993632e-70	Cancer stem cells	SLC20A1
ADD1	2.52517045064126e-74	0.342765631186187	0.387	0.058	5.82380061031393e-70	Cancer stem cells	ADD1
CD46	3.59246772936548e-74	0.394911091273199	0.423	0.068	8.2853083242356e-70	Cancer stem cells	CD46
MCUR1	7.12199253439092e-74	0.297453674365382	0.375	0.054	1.64254513820658e-69	Cancer stem cells	MCUR1
SERINC1	9.27399214639494e-74	0.404738785719473	0.518	0.099	2.13886080872306e-69	Cancer stem cells	SERINC1
MAP3K13	1.19783490570019e-73	0.276567098438933	0.375	0.054	2.76256664301635e-69	Cancer stem cells	MAP3K13
SRPK1	1.12978073221591e-72	0.250983430073938	0.315	0.04	2.60561330270955e-68	Cancer stem cells	SRPK1
SND1	1.24140759552864e-72	0.408790294546089	0.464	0.083	2.8630583375677e-68	Cancer stem cells	SND1
WAPL	6.97974770230778e-71	0.29104660857065	0.369	0.055	1.60973921258324e-66	Cancer stem cells	WAPL
SELK2	3.99229057231042e-70	0.671845292364922	0.667	0.181	9.20741974691953e-66	Cancer stem cells	SELK
BNIP3L	7.490857907617e-70	0.417674243895088	0.548	0.113	1.72761655923371e-65	Cancer stem cells	BNIP3L
PRUNE2	9.82074395063485e-70	0.404065207145235	0.411	0.068	2.26495817733491e-65	Cancer stem cells	PRUNE2
H3F3B1	1.93957114292012e-69	1.05729262029334	0.97	0.895	4.47323292691667e-65	Cancer stem cells	H3F3B
TMX4	2.26100056972129e-69	0.299789459609073	0.375	0.057	5.21454561394821e-65	Cancer stem cells	TMX4
HIST1H1C1	2.30519728754952e-69	0.359392175203769	0.351	0.051	5.31647650427546e-65	Cancer stem cells	HIST1H1C
ATG13	3.11413222553069e-69	0.250377848967309	0.274	0.032	7.18212315174144e-65	Cancer stem cells	ATG13
TUBA1B3	1.34966185089532e-67	1.07011585445707	0.833	0.345	3.11272512671987e-63	Cancer stem cells	TUBA1B
TMED4	8.92212385563352e-66	0.368971005081396	0.464	0.089	2.05770942482476e-61	Cancer stem cells	TMED4
VAMP2	6.87483215243586e-65	0.348639243738013	0.417	0.074	1.58554253931628e-60	Cancer stem cells	VAMP2
TSC22D11	4.89555593849885e-64	0.365712384329457	0.405	0.07	1.12906206609599e-59	Cancer stem cells	TSC22D1
YBX3	1.86136231072452e-63	0.421971539145819	0.518	0.114	4.29285989722397e-59	Cancer stem cells	YBX3
NFKBIZ	8.36822961457461e-62	0.483983785447944	0.458	0.092	1.92996479600934e-57	Cancer stem cells	NFKBIZ
CNOT7	9.26081324114533e-62	0.329730919350291	0.44	0.084	2.13582135780535e-57	Cancer stem cells	CNOT7
STMN11	3.66200526430845e-61	0.589591860085182	0.702	0.208	8.44568274107458e-57	Cancer stem cells	STMN1
PNISR	5.24794455869754e-61	0.367405117318999	0.476	0.098	1.21033345357241e-56	Cancer stem cells	PNISR
UCHL1	5.62240787925412e-61	0.28599883481546	0.256	0.031	1.29669592919238e-56	Cancer stem cells	UCHL1
RHBDD2	2.02586624800922e-58	0.333360866465176	0.423	0.082	4.67225532778366e-54	Cancer stem cells	RHBDD2
KRAS	2.04221028068386e-58	0.287080089647696	0.351	0.058	4.70994957034118e-54	Cancer stem cells	KRAS
THUMPD3-AS1	3.73442451538252e-58	0.256894005395244	0.315	0.048	8.61270325982671e-54	Cancer stem cells	THUMPD3-AS1
SCARB2	5.90435659724509e-58	0.308586274170888	0.363	0.062	1.36172176202263e-53	Cancer stem cells	SCARB2
SPCS11	8.1941794177518e-58	0.542437113428366	0.738	0.246	1.8898235991161e-53	Cancer stem cells	SPCS1
HMGB22	1.4540307697107e-57	0.287164037682677	0.423	0.08	3.35343116418378e-53	Cancer stem cells	HMGB2
PFN2	1.90332139801637e-57	0.317842624232203	0.399	0.074	4.38963014024514e-53	Cancer stem cells	PFN2
BCL2L1	3.2137738255159e-57	0.283161611791836	0.339	0.055	7.41192657378732e-53	Cancer stem cells	BCL2L1
EFR3A	4.61541413520728e-57	0.286463756444067	0.387	0.07	1.06445296200286e-52	Cancer stem cells	EFR3A
PRDX2	5.68282938456503e-57	0.607346056165674	0.649	0.199	1.31063094096223e-52	Cancer stem cells	PRDX2
NGRN	6.19018707587243e-57	0.430324608331877	0.571	0.147	1.42764284530846e-52	Cancer stem cells	NGRN
PPA1	5.13570765901359e-56	0.572962903076282	0.607	0.169	1.1844482573983e-51	Cancer stem cells	PPA1
SYNE2	7.53361856686264e-56	0.377981377511177	0.494	0.11	1.73747845007553e-51	Cancer stem cells	SYNE2
CAMTA1	3.12118884165437e-55	0.360936936750283	0.494	0.113	7.19839782550747e-51	Cancer stem cells	CAMTA1
DDX17	1.57738502702101e-54	0.470531546795342	0.583	0.157	3.63792308781856e-50	Cancer stem cells	DDX17
EIF1B	1.7254311574821e-54	0.413362162501526	0.601	0.163	3.97936187850096e-50	Cancer stem cells	EIF1B
CCPG1	7.53305540386278e-54	0.270345776014742	0.333	0.056	1.73734856779287e-49	Cancer stem cells	CCPG1
DDIT3	8.47178887184104e-54	0.469230641610184	0.524	0.13	1.9538486675127e-49	Cancer stem cells	DDIT3
UBE2E3	1.57443034780727e-53	0.310082195221476	0.458	0.099	3.6311087111479e-49	Cancer stem cells	UBE2E3
TMEM14A	1.82936704550205e-53	0.297634171222532	0.351	0.063	4.21906921704137e-49	Cancer stem cells	TMEM14A
C14orf1	2.2688358805506e-53	0.25034712686016	0.292	0.045	5.23261619131384e-49	Cancer stem cells	C14orf1
NDFIP1	4.24079776441438e-53	0.48368503209319	0.565	0.158	9.7805518840689e-49	Cancer stem cells	NDFIP1
MRPL54	3.51459270008663e-52	0.337029252767355	0.476	0.109	8.1057051442098e-48	Cancer stem cells	MRPL54
PGAM11	9.91711262485997e-52	0.601501880340672	0.732	0.27	2.28718368467145e-47	Cancer stem cells	PGAM1
RPAIN	1.58777810447183e-51	0.271261967622185	0.357	0.066	3.66189264234338e-47	Cancer stem cells	RPAIN
TERF2IP1	3.11042871860865e-51	0.422998650476539	0.506	0.127	7.17358175372713e-47	Cancer stem cells	TERF2IP
TMA71	5.33370567535899e-51	0.735604467929253	0.815	0.369	1.23011253990804e-46	Cancer stem cells	TMA7
GABARAPL2	2.89336017070431e-50	0.591194789922549	0.702	0.254	6.67295656169535e-46	Cancer stem cells	GABARAPL2
LSM14A	1.12297467824408e-49	0.301165260207713	0.405	0.085	2.58991650043432e-45	Cancer stem cells	LSM14A
TROVE2	1.79028711133937e-47	0.261783553685906	0.363	0.072	4.12893916488199e-43	Cancer stem cells	TROVE2
ANKRD371	3.16259813159132e-47	0.363779225500685	0.393	0.083	7.29390007088906e-43	Cancer stem cells	ANKRD37
ERLEC11	3.59840467633814e-46	0.257970039377772	0.345	0.067	8.29900070503866e-42	Cancer stem cells	ERLEC1
BTG11	3.98844279537485e-46	0.630234193237111	0.815	0.329	9.19854561897302e-42	Cancer stem cells	BTG1
SOCS31	6.90735142193869e-46	0.503544499269331	0.411	0.095	1.59304245844172e-41	Cancer stem cells	SOCS3
NDUFA5	7.22627449514125e-46	0.367309879643532	0.506	0.136	1.66659568681443e-41	Cancer stem cells	NDUFA5
SPTBN13	9.20240405803762e-46	0.443059060149647	0.542	0.153	2.12235044790522e-41	Cancer stem cells	SPTBN1
SRP9	1.18021515008473e-45	0.439147582842682	0.649	0.215	2.72193020064041e-41	Cancer stem cells	SRP9
ASPH	1.34982931230335e-45	0.32021824143076	0.47	0.116	3.11311134296521e-41	Cancer stem cells	ASPH
ZBTB38	1.84379310633489e-45	0.255026974491989	0.327	0.062	4.25234004114016e-41	Cancer stem cells	ZBTB38
ADIPOR1	2.106923052855e-45	0.366651460755811	0.53	0.147	4.85919663679948e-41	Cancer stem cells	ADIPOR1
TMEM14B	2.15346920035263e-45	0.479525367303038	0.595	0.191	4.96654601677326e-41	Cancer stem cells	TMEM14B
KLF64	2.55360632916893e-44	0.386020217708041	0.631	0.192	5.8893822769623e-40	Cancer stem cells	KLF6
PRDX11	3.15515142871022e-43	0.79932869598107	0.851	0.568	7.27672574003438e-39	Cancer stem cells	PRDX1
PRPF8	2.16778435448952e-42	0.2713136245171	0.333	0.068	4.99956105675918e-38	Cancer stem cells	PRPF8
YPEL52	9.2246211784369e-42	0.410420246804989	0.536	0.156	2.1274743823829e-37	Cancer stem cells	YPEL5
DHPS	3.30563192361209e-41	0.277698537245483	0.339	0.072	7.62377890542656e-37	Cancer stem cells	DHPS
