p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TMEM14A	1.82936704550205e-53	0.297634171222532	0.351	0.063	4.21906921704137e-49	13	TMEM14A
C14orf1	2.2688358805506e-53	0.25034712686016	0.292	0.045	5.23261619131384e-49	13	C14orf1
NDFIP1	4.24079776441438e-53	0.48368503209319	0.565	0.158	9.7805518840689e-49	13	NDFIP1
MRPL54	3.51459270008663e-52	0.337029252767355	0.476	0.109	8.1057051442098e-48	13	MRPL54
PGAM11	9.91711262485997e-52	0.601501880340672	0.732	0.27	2.28718368467145e-47	13	PGAM1
RPAIN	1.58777810447183e-51	0.271261967622185	0.357	0.066	3.66189264234338e-47	13	RPAIN
TERF2IP1	3.11042871860865e-51	0.422998650476539	0.506	0.127	7.17358175372713e-47	13	TERF2IP
TMA71	5.33370567535899e-51	0.735604467929253	0.815	0.369	1.23011253990804e-46	13	TMA7
GABARAPL2	2.89336017070431e-50	0.591194789922549	0.702	0.254	6.67295656169535e-46	13	GABARAPL2
LSM14A	1.12297467824408e-49	0.301165260207713	0.405	0.085	2.58991650043432e-45	13	LSM14A
TROVE2	1.79028711133937e-47	0.261783553685906	0.363	0.072	4.12893916488199e-43	13	TROVE2
ANKRD371	3.16259813159132e-47	0.363779225500685	0.393	0.083	7.29390007088906e-43	13	ANKRD37
ERLEC11	3.59840467633814e-46	0.257970039377772	0.345	0.067	8.29900070503866e-42	13	ERLEC1
BTG11	3.98844279537485e-46	0.630234193237111	0.815	0.329	9.19854561897302e-42	13	BTG1
SOCS31	6.90735142193869e-46	0.503544499269331	0.411	0.095	1.59304245844172e-41	13	SOCS3
NDUFA5	7.22627449514125e-46	0.367309879643532	0.506	0.136	1.66659568681443e-41	13	NDUFA5
SPTBN13	9.20240405803762e-46	0.443059060149647	0.542	0.153	2.12235044790522e-41	13	SPTBN1
SRP9	1.18021515008473e-45	0.439147582842682	0.649	0.215	2.72193020064041e-41	13	SRP9
ASPH	1.34982931230335e-45	0.32021824143076	0.47	0.116	3.11311134296521e-41	13	ASPH
ZBTB38	1.84379310633489e-45	0.255026974491989	0.327	0.062	4.25234004114016e-41	13	ZBTB38
ADIPOR1	2.106923052855e-45	0.366651460755811	0.53	0.147	4.85919663679948e-41	13	ADIPOR1
TMEM14B	2.15346920035263e-45	0.479525367303038	0.595	0.191	4.96654601677326e-41	13	TMEM14B
KLF64	2.55360632916893e-44	0.386020217708041	0.631	0.192	5.8893822769623e-40	13	KLF6
PRDX11	3.15515142871022e-43	0.79932869598107	0.851	0.568	7.27672574003438e-39	13	PRDX1
PRPF8	2.16778435448952e-42	0.2713136245171	0.333	0.068	4.99956105675918e-38	13	PRPF8
YPEL52	9.2246211784369e-42	0.410420246804989	0.536	0.156	2.1274743823829e-37	13	YPEL5
DHPS	3.30563192361209e-41	0.277698537245483	0.339	0.072	7.62377890542656e-37	13	DHPS
LAPTM4B2	3.43146919642077e-41	0.354972105655241	0.554	0.163	7.91399740770523e-37	13	LAPTM4B
EPS8	4.66253044335829e-41	0.333916383715631	0.429	0.109	1.07531939615172e-36	13	EPS8
CCNL1	4.8737049458323e-41	0.404652968594411	0.536	0.161	1.1240225716573e-36	13	CCNL1
NDUFB4	1.14664876212698e-40	0.383175827003766	0.631	0.212	2.64451604009345e-36	13	NDUFB4
IL6ST1	1.72288695182745e-40	0.286512647925792	0.417	0.102	3.97349417699965e-36	13	IL6ST
SECISBP2	2.51341496633322e-40	0.254079986297487	0.327	0.068	5.79668893685431e-36	13	SECISBP2
TSPAN32	3.46216201976588e-40	0.428324850203673	0.619	0.21	7.98478426618605e-36	13	TSPAN3
GUK12	1.36272583960319e-39	0.948160275538533	0.726	0.35	3.14285460387684e-35	13	GUK1
FAM127B	2.50793834280754e-39	0.268295961490462	0.351	0.078	5.78405820001702e-35	13	FAM127B
NAPA	1.0242985989617e-38	0.302207777190226	0.464	0.127	2.36233985878537e-34	13	NAPA
MPC2	3.23118471356063e-38	0.251202032201205	0.369	0.086	7.45208130488487e-34	13	MPC2
LYPLA1	4.41632853748055e-38	0.318918210927373	0.56	0.172	1.01853785059914e-33	13	LYPLA1
ATP6V1B2	7.46209937996647e-38	0.295911446792963	0.464	0.129	1.72098398000167e-33	13	ATP6V1B2
RAB18	1.03633380470698e-37	0.251861017650795	0.357	0.082	2.39009665379572e-33	13	RAB18
BAG1	1.2267006061074e-37	0.272247598533395	0.375	0.09	2.8291396078655e-33	13	BAG1
VPS35	1.27590354653075e-37	0.258162470597393	0.369	0.088	2.94261634936387e-33	13	VPS35
SELT	3.01643000909285e-37	0.266350535601127	0.393	0.098	6.95679252997085e-33	13	SELT
MT-ATP81	3.24772267179996e-37	0.66446805561371	0.982	0.887	7.49022279797224e-33	13	MT-ATP8
SRSF10	1.41925271535374e-36	0.258615814074912	0.405	0.104	3.27322253742033e-32	13	SRSF10
TBCB	1.76654902809393e-36	0.337144794460386	0.488	0.146	4.07419202349303e-32	13	TBCB
MALAT13	2.61202416151214e-36	0.724825531309787	0.982	0.943	6.02411132369545e-32	13	MALAT1
JMJD1C	5.02906972492073e-36	0.265783369665757	0.357	0.086	1.15985435065847e-31	13	JMJD1C
C7orf73	9.13610675117599e-36	0.278731814221075	0.387	0.099	2.10706030002372e-31	13	C7orf73
SMARCB1	4.86360505885483e-35	0.254533261216482	0.363	0.089	1.12169323472369e-30	13	SMARCB1
MAP1LC3B	7.29168763208386e-35	0.439765063808511	0.524	0.179	1.6816819185875e-30	13	MAP1LC3B
RWDD1	1.63166757449075e-34	0.292182029650848	0.476	0.142	3.76311492704803e-30	13	RWDD1
RPN2	2.65556587760843e-34	0.322915502475047	0.488	0.152	6.12453158352831e-30	13	RPN2
NAA38	6.73178437703881e-34	0.292060631851512	0.458	0.135	1.55255143087646e-29	13	NAA38
LUC7L3	1.34931622716505e-33	0.279413287468648	0.381	0.101	3.11192801471077e-29	13	LUC7L3
H3F3A1	1.38485266641985e-33	0.524676493489996	0.929	0.807	3.19388570456409e-29	13	H3F3A
ORMDL1	2.99015068342697e-33	0.265081059829515	0.357	0.091	6.89618452118763e-29	13	ORMDL1
STAT31	3.2718684926414e-33	0.367782788477208	0.488	0.159	7.54591030457886e-29	13	STAT3
ESD	4.15428309463082e-33	0.29714184707694	0.44	0.128	9.58102310114707e-29	13	ESD
KMT2E1	1.46965105686956e-31	0.279446028577686	0.476	0.149	3.38945623245827e-27	13	KMT2E
ERH1	4.96655624134536e-31	0.353929377446404	0.631	0.252	1.14543686594148e-26	13	ERH
ATP6V0B1	5.01880278726332e-31	0.387443622585773	0.631	0.255	1.15748648682654e-26	13	ATP6V0B
N4BP2L2	1.69139135691521e-30	0.310123441294852	0.464	0.149	3.90085588645354e-26	13	N4BP2L2
EID1	3.4523524397386e-30	0.396884304208332	0.696	0.314	7.96216043176914e-26	13	EID1
HNRNPA2B12	5.04757147254018e-30	0.46799593701778	0.81	0.422	1.16412140871194e-25	13	HNRNPA2B1
UQCC2	1.72704396819488e-29	0.277299008808631	0.44	0.138	3.98308150384785e-25	13	UQCC2
LDHA1	4.64508066851179e-29	0.485076272401996	0.893	0.673	1.07129495457888e-24	13	LDHA
SHISA5	6.87251991503397e-29	0.280329393021506	0.321	0.085	1.58500926800428e-24	13	SHISA5
APLP21	1.23781422591718e-28	0.283493193432405	0.429	0.134	2.85477094923278e-24	13	APLP2
SEP15	7.45541628987031e-28	0.263431031269122	0.458	0.153	1.71944265893279e-23	13	SEP15
GPR137B	8.93189822710203e-28	0.270242583543989	0.435	0.139	2.05996368811654e-23	13	GPR137B
TPI12	2.53828778706866e-27	0.501159061780533	0.863	0.629	5.85405312331644e-23	13	TPI1
TECR	3.36553706502999e-27	0.311546834781796	0.44	0.151	7.76193813307867e-23	13	TECR
EIF1AX	1.20727777840469e-26	0.272048756451135	0.518	0.188	2.78434474033474e-22	13	EIF1AX
SON	5.96015687116085e-26	0.285514089191708	0.512	0.19	1.37459097919583e-21	13	SON
HSP90AA12	9.54799783210258e-26	0.360748644860855	0.964	0.839	2.20205474001782e-21	13	HSP90AA1
HNRNPC	2.09635387030311e-25	0.342030650230369	0.685	0.318	4.83482093108007e-21	13	HNRNPC
ATPIF1	2.33002169569253e-25	0.332644187397802	0.589	0.245	5.37372903677569e-21	13	ATPIF1
COX6A1	7.28494047341995e-25	0.464162491142701	0.726	0.409	1.68012582138484e-20	13	COX6A1
SARAF1	7.62065716098186e-25	0.310363571958656	0.708	0.325	1.75755216103725e-20	13	SARAF
LBH1	1.07007388342348e-24	0.422724107324377	0.304	0.088	2.46791139733958e-20	13	LBH
SLC25A4	2.31716360261052e-24	0.257401679039667	0.393	0.128	5.34407441670065e-20	13	SLC25A4
SF11	9.84100699131407e-24	0.329405638050303	0.512	0.204	2.26963144240676e-19	13	SF1
ARGLU1	3.5404681681072e-23	0.267346265987945	0.304	0.089	8.16538173610564e-19	13	ARGLU1
CALM21	5.5979438173942e-23	0.384465023018268	0.845	0.566	1.29105378260562e-18	13	CALM2
ANP32A	1.14551629795238e-22	0.263011542128246	0.429	0.154	2.64190423796758e-18	13	ANP32A
SEPW13	4.3616750263566e-22	0.336808587295613	0.661	0.322	1.00593311132862e-17	13	SEPW1
PSMB1	5.44047099595418e-22	0.260260455547091	0.506	0.202	1.25473582579691e-17	13	PSMB1
COTL12	7.54883980732928e-22	0.304900770561147	0.375	0.124	1.74098892476435e-17	13	COTL1
NUCKS11	1.07843206797373e-21	0.273524839401748	0.446	0.169	2.48718787836782e-17	13	NUCKS1
ATP5A1	1.48448124335932e-21	0.300804686819	0.643	0.31	3.4236590915596e-17	13	ATP5A1
COX7A2	2.6147805588878e-21	0.348207780652266	0.685	0.36	6.03046840296294e-17	13	COX7A2
NDUFC1	3.63622621757901e-21	0.269667470539744	0.542	0.232	8.38622852560248e-17	13	NDUFC1
DUSP13	8.0083208915758e-21	0.270515737436278	0.482	0.186	1.84695904722413e-16	13	DUSP1
GRINA2	9.65234262897329e-21	0.251997139271302	0.685	0.299	2.22611978052011e-16	13	GRINA
ANAPC16	1.5101592291721e-20	0.290697150460024	0.476	0.196	3.48288023023962e-16	13	ANAPC16
HMGN3	1.52071474007052e-20	0.273587350605375	0.5	0.208	3.50722440502464e-16	13	HMGN3
CNBP1	2.14980261598546e-20	0.297469719656849	0.637	0.304	4.95808977324726e-16	13	CNBP
SRSF5	6.2194032464087e-20	0.26758549871559	0.548	0.24	1.43438097071924e-15	13	SRSF5
PGK1	8.82154985339696e-19	0.270813766289463	0.625	0.296	2.03451404268894e-14	13	PGK1
UQCR10	7.65598316206957e-18	0.286497298781576	0.649	0.337	1.7656993966681e-13	13	UQCR10
MT-ND41	2.71309254342779e-17	0.384996514460138	0.988	0.933	6.25720533290751e-13	13	MT-ND4
HNRNPK	8.3588007547311e-17	0.266410763258167	0.607	0.306	1.92779021806363e-12	13	HNRNPK
WSB11	1.70108743859515e-16	0.251577285506857	0.53	0.249	3.92321795963199e-12	13	WSB1
HSBP1	2.10343025607059e-16	0.250378576626162	0.458	0.205	4.85114119957560e-12	13	HSBP1
DYNLL1	6.47378282847832e-16	0.323545536034603	0.667	0.393	1.49304853373196e-11	13	DYNLL1
ATP6V0C1	1.74268150109416e-15	0.316604272979618	0.643	0.371	4.01914634597346e-11	13	ATP6V0C
HNRNPF	3.63231796153392e-15	0.254214960782323	0.512	0.249	8.37721491468569e-11	13	HNRNPF
CHCHD101	7.45951713151431e-15	0.254489009863781	0.637	0.328	1.72038843604115e-10	13	CHCHD10
CIRBP	3.32788791946857e-14	0.255734037254829	0.905	0.753	7.67510790867037e-10	13	CIRBP
YBX11	4.17096544711327e-14	0.370055035680109	0.845	0.73	9.61949761067734e-10	13	YBX1
MYL63	7.51035536380778e-13	0.368044873354797	0.786	0.745	1.73211325755499e-08	13	MYL6
MT-ND4L1	9.6437433075028e-13	0.308518141082184	0.994	0.917	2.22413651900937e-08	13	MT-ND4L
MAT2A	1.97146135251555e-12	0.326858277280323	0.387	0.185	4.54678131730662e-08	13	MAT2A
EGR12	1.41273183231354e-05	0.297203123302026	0.44	0.281	0.325818342486473	13	EGR1
ROM11	3.54516180912725e-290	0.488175653016549	0.273	0.007	8.17620668039018e-286	14	ROM1
RCVRN1	7.40008480148926e-255	0.897976484579901	0.288	0.009	1.70668155776747e-250	14	RCVRN
XIST	8.75165877462315e-142	1.03721678695889	0.64	0.08	2.01839506319134e-137	14	XIST
PRUNE21	4.12219261202489e-102	0.647072850203006	0.518	0.068	9.507012821113e-98	14	PRUNE2
GOLGA8B	6.05798164279362e-102	0.303936152226106	0.252	0.017	1.39715230627749e-97	14	GOLGA8B
AHI11	1.0910204951582e-62	0.364486068694603	0.288	0.033	2.51622056798335e-58	14	AHI1
UNC1191	5.5095028849907e-51	0.390638049923587	0.259	0.033	1.2706566503654e-46	14	UNC119
DDX171	1.03316678634043e-49	0.728662875787098	0.568	0.157	2.38279255933692e-45	14	DDX17
MALAT14	5.93366997834839e-47	1.82154221834087	1	0.943	1.36848230710649e-42	14	MALAT1
N4BP2L21	2.8342144307634e-45	0.639940677982568	0.54	0.149	6.53654874166962e-41	14	N4BP2L2
PLCB4	3.42654248323609e-45	0.273589634167489	0.252	0.034	7.90263492908741e-41	14	PLCB4
KCNQ1OT1	5.08460436696757e-42	0.566037460308732	0.302	0.053	1.17266230515373e-37	14	KCNQ1OT1
NKTR	4.83177092928135e-38	0.263146125433157	0.281	0.048	1.11435132942016e-33	14	NKTR
LONP2	1.11050007830656e-35	0.709058783513634	0.489	0.151	2.56114633059842e-31	14	LONP2
SREK1	8.74478402260787e-35	0.318004074610473	0.295	0.057	2.01680953913405e-30	14	SREK1
WSB12	3.3274246515794e-32	0.741013492656262	0.604	0.248	7.67403947393756e-28	14	WSB1
MIR3142HG	1.0736194366415e-31	0.316214064977113	0.259	0.048	2.4760885067263e-27	14	MIR3142HG
ARGLU11	3.64512548513354e-31	0.352948689720261	0.36	0.089	8.40675290636349e-27	14	ARGLU1
PLEKHA5	1.70665930217735e-30	0.506769427511881	0.453	0.139	3.93606834861163e-26	14	PLEKHA5
PNISR1	2.17801455289542e-29	0.362546623556609	0.374	0.099	5.0231549633427e-25	14	PNISR
GABPB1-AS1	1.69708420497297e-28	0.364756428046354	0.252	0.051	3.91398530192916e-24	14	GABPB1-AS1
SRSF11	3.05581665359954e-27	0.515231456649026	0.446	0.149	7.04762994819662e-23	14	SRSF11
CHD91	3.66776175562821e-26	0.310508734336338	0.309	0.075	8.45895893700533e-22	14	CHD9
ABCB5	6.60120481702395e-26	0.518902257495647	0.446	0.15	1.52243586695023e-21	14	ABCB5
CPEB2	3.74074353144641e-24	0.448431495479422	0.367	0.112	8.62727680657486e-20	14	CPEB2
RBM391	4.54286325947843e-23	0.419816550388261	0.504	0.199	1.04772055353351e-18	14	RBM39
NEAT13	1.38841166058971e-22	1.53624876824176	0.633	0.408	3.20209381281805e-18	14	NEAT1
ZNF207	7.60078013029793e-22	0.372278951362634	0.353	0.11	1.75296792145061e-17	14	ZNF207
LUC7L31	5.81740597820019e-21	0.350177222987574	0.331	0.101	1.34166834075231e-16	14	LUC7L3
CDH19	2.25674020573497e-20	0.343644953029284	0.302	0.087	5.20471993648655e-16	14	CDH19
SLC25A36	4.78073682191217e-20	0.260259486101607	0.259	0.067	1.1025813332376e-15	14	SLC25A36
RBM25	1.4658689593883e-19	0.304667483730511	0.36	0.12	3.38073358103724e-15	14	RBM25
RASGRP3	3.2863706711784e-19	0.464257047191072	0.345	0.118	7.57935667893875e-15	14	RASGRP3
ZEB2	4.42566127424438e-18	0.463658569002486	0.36	0.128	1.02069025967898e-13	14	ZEB2
IL6ST2	1.28136601223592e-17	0.280854360350106	0.317	0.102	2.95521443401971e-13	14	IL6ST
TYRP11	3.14165957147341e-17	0.351847183114757	0.813	0.434	7.24560946968913e-13	14	TYRP1
OSTM1	9.76480452710994e-17	0.334544339652724	0.353	0.129	2.25205686808737e-12	14	OSTM1
PDLIM32	2.26696620080647e-16	0.50092879314223	0.338	0.123	5.22830414891997e-12	14	PDLIM3
TRPM11	2.50370436826636e-16	0.509769493392866	0.453	0.206	5.77429338453272e-12	14	TRPM1
SON1	2.6329185117955e-16	0.385529202705812	0.439	0.191	6.07229996375396e-12	14	SON
TYR	6.93599235515099e-16	0.325575696066701	0.353	0.131	1.59964791686847e-11	14	TYR
NR4A3	2.75819036101968e-15	0.422970509604219	0.403	0.17	6.3612144296197e-11	14	NR4A3
JMJD1C1	4.08928918661973e-15	0.303848821173496	0.266	0.086	9.43112765110108e-11	14	JMJD1C
TEX411	5.0849366458036e-15	0.52383372339543	0.475	0.236	1.17273893862169e-10	14	TEX41
SRSF51	9.60819345275862e-14	0.371767931251199	0.475	0.24	2.21593765600972e-09	14	SRSF5
C10orf11	8.51954858292457e-13	0.257975216858957	0.309	0.12	1.96486348967989e-08	14	C10orf11
SF3B1	3.02491543218517e-12	0.26371423990173	0.324	0.132	6.97636246124865e-08	14	SF3B1
SOS1	9.93391627503548e-12	0.376142437151983	0.317	0.134	2.29105911051143e-07	14	SOS1
HMGN12	8.63685295775681e-11	0.407954295894583	0.511	0.294	1.99191739764745e-06	14	HMGN1
PMEL1	3.76816727027822e-10	0.300046655723088	0.835	0.593	8.69052417544265e-06	14	PMEL
CCNL11	4.19796945835615e-09	0.328739535411986	0.331	0.162	9.68177696180678e-05	14	CCNL1
HNRNPA2B13	5.68930513283824e-09	0.351372480586665	0.59	0.423	0.000131212444278648	14	HNRNPA2B1
MAT2A1	1.01371217710484e-07	0.30142043744864	0.353	0.185	0.0023379243940569	14	MAT2A
FUS1	1.17479697319574e-07	0.296047451374213	0.417	0.249	0.00270943425928134	14	FUS
MT-ATP82	4.30854803245531e-07	0.405015729402381	0.928	0.887	0.00993680432725169	14	MT-ATP8
STAT32	8.74727481607958e-07	0.271420055776311	0.302	0.159	0.0201738399083243	14	STAT3
SF12	7.51663417319236e-06	0.300573226866148	0.331	0.205	0.173356133936335	14	SF1
MITF1	7.53036005763952e-05	0.282756888374855	0.489	0.355	1	14	MITF
